categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Filet Mignon,Herb-Marinated Tenderloin,"Tenderloin (sometimes called filet mignon) is the king of steaks. It's lean, tender, you can add any desired flavor to it and it will absorb it all, and you can cut it with a butter knife. This is expensive, though, so only cook this once in a while.",20 mins,8 mins,4 hrs 28 mins,2,"1 (8 ounce) fillet beef tenderloin (filet mignon)
6  fresh sage leaves
1 clove garlic, cut into sixths
4  fresh thyme sprigs
salt and ground black pepper to taste","Paso 1: Cut a few 2-inch slits in the side of the fillet; stuff the sage leaves and garlic pieces into the slits. Wrap the thyme sprigs around the fillet. Store in refrigerator to allow the meat to absorb the flavors for 4 to 12 hours.
Paso 2: Preheat an outdoor grill for medium heat; lightly oil the grate. Cut the tenderloin in half and season with salt and pepper.
Paso 3: Cook the fillets 4 to 6 minutes per side, until no longer pink, or to desired doneness.",https://www.allrecipes.com/recipe/201978/herb-marinated-tenderloin/
Filet Mignon,Teri Tips,"Delicious teriyaki flavored steak tips! Any steak will do, but filet mignon gives this recipe an extra tenderness that you wont get with sirloin! Serve bread with this tasty appetizer, and don't forget the toothpicks alongside.",5 mins,15 mins,4 hrs 20 mins,16,"½ cup soy sauce
6 tablespoons white sugar
4 tablespoons sesame oil
2 pounds filet mignon, cubed
⅛ cup white wine
1 bunch green onions, chopped","Paso 1: Combine soy sauce, sugar, and sesame oil in a shallow dish to make the marinade. Add meat, and refrigerate for 4 hours.
Paso 2: Place a large skillet over medium high heat, and cook meat until done.
Paso 3: Pour the marinade into a medium saucepan, and place over medium high heat. Bring to a boil, and cook for 5 minutes. Add cooked meat, green onions, and wine to the boiling marinade. Transfer the entire contents of the saucepan to a large bowl, and serve hot.",https://www.allrecipes.com/recipe/14666/teri-tips/
Filet Mignon,Filet Mignon with Bell Pepper Haystack and Fresh Guacamole Served with Corn Chips,"A good cut of beef -- filet, rib eye, or New York strip -- cooked pink, served with sauteed red and yellow bell peppers in a mound, on a plate with a classic beurre blanc sauce, and the option of eating it with fresh guacamole and corn chips. French meets fresh Latin food.",45 mins,1 hr 10 mins,2 hrs 5 mins,4,"4 small avocados, peeled and mashed
3  roma (plum) tomatoes, chopped
1 large shallot, minced
1  jalapeno pepper, minced
½  lemon, juiced
1 cup low-sodium chicken broth
¼ cup corn oil
1  red bell pepper, cut into thin strips
1  yellow bell pepper, cut into thin strips
1 (4 ounce) package button mushrooms, sliced thin
1 teaspoon coriander seeds, crushed
1 teaspoon celery seed
¼ teaspoon freshly cracked black pepper
2 tablespoons water
3 tablespoons corn oil
3 large shallots, sliced
4 cloves garlic, smashed
3 ½ cups water
2 tablespoons white wine vinegar
¼ cup cold unsalted butter, cut into 1/2-inch cubes
½ teaspoon sea salt
2 tablespoons olive oil
4 (6 ounce) beef tenderloin fillets, room temperature
1 (16 ounce) package corn chips","Paso 1: Stir the avocado, roma tomatoes, minced shallot, jalapeno pepper, and lemon juice in a bowl. Chill in refrigerator to allow flavors to meld.
Paso 2: Place the chicken stock in a small saucepan over medium-low heat; simmer the stock until reduced to about 1/2 cup.
Paso 3: Heat 1/4 cup corn oil in a skillet over medium heat; cook the red bell pepper and yellow bell pepper in the hot oil until tender, 5 to 7 minutes. Stir the mushrooms into the peppers; season with the coriander seeds, sea salt, and black pepper. Add the reduced chicken stock and the water; cook and stir until the moisture has been absorbed, another 5 to 7 minutes. Transfer the mixture to a plate lined with paper towels to allow the grease to drain.
Paso 4: Heat the olive oil in a saucepan over medium heat; cook and stir the sliced shallots in the hot oil until softened, about 3 minutes. Stir in the crushed garlic and cook another 3 minutes. Pour 3 1/2 cups water over the mixture and bring to a boil; cook at a boil until the liquid reduces to 1 cup. Strain the mixture through a fine-mesh strainer and return the strained liquid to the saucepan, keeping it over medium heat. Add the white wine vinegar and return to a boil; continue cooking at a boil until the liquid reduced to about 1/4 cup. Quickly whisk in the chilled butter until just melted, whisking constantly. Remove from the heat and keep warm while you prepare the steaks.
Paso 5: Place a cast-iron skillet over medium-high heat and allow get hot. Heat the oil in the skillet. Cook the steaks in the hot oil until they start to firm, and are reddish-pink and juicy in the center, about 5 minutes per side. An instant-read thermometer inserted into the center should read 130 degrees F (54 degrees C). Cover the meat with two layers of aluminum foil and allow to rest in a warm area for 10 minutes.
Paso 6: Place a mound of the bell pepper mixture into the center of each serving plate. Slice the rested steaks in half and place atop each mound. Spoon a few spoonfuls of the butter mixture onto the plate to surround the stack. Serve with the chilled guacamole and corn chips.",https://www.allrecipes.com/recipe/185849/filet-mignon-with-bell-pepper-haystack-and-fresh-guacamole-served-with-corn-chips/
Mediterranean Diet,Mediterranean Salmon Baked in Foil,"This Mediterranean salmon, baked in foil packets with olives, artichokes, tomatoes, and Mediterranean seasonings, stays moist and tender, and cleanup is minimal.",15 mins,15 mins,30 mins,4,"4 12x16-inch) rectangles aluminum foil
4 (6 to 8 ounce) salmon filets
3 tablespoons olive oil,
1 teaspoon Greek seasoning
1 cup cherry or grape tomatoes
4  marinated artichoke hearts
3 tablespoons red onion
3 tablespoons pitted Kalamata olives
1/2  lemon, zested and juiced
2 tablespoons resh parsley
1 tablespoon balsamic vinegar
2 cloves garlic,
1/4 teaspoon red pepper flakes
salt and freshly ground black pepper
1  lemon,","Paso 1: Preheat the oven to 400 degrees F (200 degrees C). Brush the center of each foil rectangle with a small amount of olive oil.
Paso 2: Place a salmon filet in the center of each foil sheet. Brush filets lightly with olive oil; sprinkle with Greek seasoning.
Paso 3: In a small bowl, combine tomatoes, artichokes, onion, olives, lemon zest and juice, minced parsley, balsamic vinegar, garlic, red pepper flakes, and 1 tablespoon olive oil. Season to taste with salt and pepper.
Paso 4: Spoon tomato mixture evenly over filets. Pull the long ends of foil rectangles over filets and fold twice to crimp, with the foil not touching the contents. Lift each end of the packet and pinch closed.
Place packets on a rimmed baking sheet.
Paso 5: Bake in the center of the preheated oven for 12 to 15 minutes. An instant read thermometer, inserted into the center of filets through the foil packet, should read 145 degrees F (63 degrees C).
Paso 6: To serve, place foil packs on serving plates. Open packets, drizzle with any remaining olive oil, garnish with parsley sprigs, and serve with lemon wedges.",https://www.allrecipes.com/mediterranean-salmon-baked-in-foil-recipe-8768562
Mediterranean Diet,Mediterranean Baked Fish,"This Mediterranean baked fish brings more fish to your diet in a satisfying, tasty way, with fish filets baked in a wonderful Mediterranean combination of tomatoes, olives, spinach, wine, and cream. Prepare some fettuccine, rice, or orzo while the fish bakes to serve alongside.",20 mins,25 mins,45 mins,4,"3 tablespoons olive oil
1/2 cup onion
4 cloves garlic,
1 1/2 cups cherry tomatoes,
1/2 cup white wine
salt and freshly ground black pepper to taste
1 1/2 teaspoons dried Italian herb seasoning
1/2 teaspoon crushed red pepper flakes
1/4 cup olives
1 cup fresh spinach
1/2 cup heavy cream
1 1/2 pounds fish fillets
cooked rice or pasta (optional)
fresh parsley for garnish (optional)","Paso 1: Preheat the oven to 400 degrees F (200 degrees C).
Paso 2: Heat 2 tablespoons olive oil in an oven-safe nonstick skillet over medium heat. When oil shimmers, add onions and cook, stirring frequently, until onions are translucent, 3 to 4 minutes. Stir in garlic, and cook, stirring, about 30 seconds.
Paso 3: Add cherry tomatoes and wine, and season with salt and pepper. Add 1 teaspoon Italian seasoning and red pepper flakes. Toss to combine, and cook about 1 minute. Remove from heat and stir in sliced olives, chopped spinach, and cream.
Paso 4: Nestle fillets into vegetable mixture, sprinkle each fillet with salt and pepper, and drizzle remaining olive oil over the entire dish. Brush the olive oil to cover the surface of each fillet. Sprinkle with remaining 1/2 teaspoon Italian seasoning.
Paso 5: Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes. An instant-read thermometer inserted near the center should read 145 degrees F (63 degrees C).
Paso 6: Serve with hot, cooked pasta or rice, and garnish with fresh parsley.",https://www.allrecipes.com/mediterranean-baked-fish-recipe-8733274
Mediterranean Diet,Mediterranean Pearl Couscous,"This Mediterranean pearl couscous, with zucchini, tomatoes, pine nuts, and capers, is loaded with flavor and is a fast side dish to make. It could easily be a vegetarian meal on its own.",5 mins,25 mins,30 mins,3,"2/3 cup Israeli couscous
1/2 teaspoon salt
1 1/2 tablespoons pine nuts
1 tablespoon unsalted butter
1 medium zucchini
2 cloves garlic
1 tablespoon capers
1 (15 ounce) can diced tomatoes","Paso 1: Bring a pot of lightly salted water to a boil, add couscous, and cook until tender, about 14 minutes. Remove from heat.
Paso 2: Reserve 1/4 cup cooking water, drain couscous thoroughly, and return to the pot.
Paso 3: Meanwhile, heat a nonstick pan over medium-high heat until hot. Add pine nuts and toast, stirring frequently, until golden brown and fragrant, 1 to 3 minutes. Remove pine nuts from skillet and set aside.
Paso 4: Melt butter in the same skillet. Add zucchini; sauté for 3 to 4 minutes. Add garlic and capers. Cook on medium-high, stirring constantly, until fragrant, 30 seconds to 1 minute. Stir in diced tomatoes; season with salt and pepper. Cook, stirring occasionally, until slightly reduced in volume, 3 to 5 minutes.
Paso 5: Stir in couscous and toasted pine nuts. If the sauce seems dry, gradually add reserved cooking water, 1 tablespoon at a time, until sauce is desired consistency. Serve immediately.",https://www.allrecipes.com/mediterranean-pearl-couscous-recipe-8646349
Mediterranean Diet,Mediterranean Grilled Salmon Kabobs,"A new interesting take on salmon marinated in tzatziki sauce grilled along with grape tomatoes, green peppers, and red onions.",30 mins,15 mins,1 hr,8,"½ cup tzatziki sauce
1  lemon, zested
1 tablespoon lemon juice
1 pound salmon fillets, cut into 1 inch cubes
2 cloves garlic, minced
1 tablespoon olive oil
1 tablespoon dried oregano
2 medium green bell peppers, cut into 2 inch pieces
1 pint grape tomatoes
½  red onion, cut into wedges
¼ cup feta cheese
more tzatziki sauce for serving","Paso 1: Combine tzatziki sauce, lemon juice, and lemon zest in a bowl. Add salmon, toss to coat, and marinate in the refrigerator for 15 minutes.
Paso 2: Preheat an outdoor grill for medium heat and lightly oil the grate.
Paso 3: Combine garlic, oregano, and olive oil in a bowl. Add green peppers, red onions, and grape tomatoes.
Paso 4: Beginning and ending with salmon, thread salmon, grape tomatoes, red onions, and green peppers onto 8 skewers.
Paso 5: Cook salmon skewers on the hot grill until fish is opaque in color, turning every 5 minutes, about 15 minutes total. Top with feta cheese and extra tzatziki sauce.",https://www.allrecipes.com/recipe/8505567/mediterranean-grilled-salmon-kabobs/
Mediterranean Diet,Sugo di Pomodoro (Authentic Italian Tomato Sauce),"This is a basic sugo recipe for traditional Italian tomato sauce flavored with extra-virgin olive oil, garlic, and basil. Toss with your favorite pasta or use for pizza, gnocchi, and more.",5 mins,25 mins,30 mins,4,"2 tablespoons extra-virgin olive oil
1  onion, chopped
4 cloves garlic, halved
2 (14 ounce) cans passata (crushed tomatoes)
¼ cup fresh basil, torn in half
salt to taste","Paso 1: Gather all ingredients.
Paso 2: Heat oil in a saucepan over low heat. Add onion and garlic. Cook and stir until soft and translucent, about 5 minutes.
Paso 3: Add passata, basil, and salt. Cover and simmer over medium heat, stirring occasionally, until tomato sauce has thickened, about 20 minutes.
Paso 4: Remove garlic halves before serving.",https://www.allrecipes.com/recipe/265321/sugo-di-pomodoro-authentic-italian-tomato-sauce/
Mediterranean Diet,Mediterranean Lentil Salad,This lentil salad takes on a nice refreshing flavor and texture thanks to the addition of crunchy celery with a bright lemon dressing.,10 mins,20 mins,30 mins,8,"1 cup dry brown lentils
1 cup diced carrots
1 cup red onion, diced
2 cloves garlic, minced
1  bay leaf
½ teaspoon dried thyme
2 tablespoons lemon juice
½ cup diced celery
¼ cup chopped parsley
1 teaspoon salt
¼ teaspoon ground black pepper
¼ cup olive oil","Paso 1: Combine lentils, carrots, onion, garlic, bay leaf, and thyme in a saucepan. Add enough water to cover by 1 inch; bring to a boil, reduce heat and simmer uncovered for 15 to 20 minutes or until lentils are tender but not mushy.
Paso 2: Drain lentils and vegetables and remove bay leaf. Add olive oil, lemon juice, celery, parsley, salt and pepper. Toss gently to mix and serve at room temperature.",https://www.allrecipes.com/recipe/14260/mediterranean-lentil-salad/
Mediterranean Diet,Grilled Octopus,"Grilled octopus is finished with a drizzle of extra-virgin olive oil, fresh lemon juice, salt, and a sprinkling of parsley. Simple, yet deliciously satisfying!",15 mins,1 hr,1 hr 45 mins,6,"2 tablespoons kosher salt
1 tablespoon black peppercorns
1 wine cork
3 ½ pounds octopus, head and beak removed
2 tablespoons extra virgin olive oil
½ medium lemon
½ tablespoon minced fresh parsley
salt and freshly ground black pepper to taste","Paso 1: Gather the ingredients.
Paso 2: Fill a large pot 1/2 full with water. Add 2 tablespoons kosher salt, peppercorns, and the wine cork; bring to a boil over high heat.
Paso 3: Meanwhile, place octopus on a cutting board. Using a wooden spoon or meat mallet, pound the octopus multiple times, starting in the middle and moving down each tentacle to tenderize the meat.
Paso 4: Dip tentacles into the boiling water 3 times, holding them in the boiling water 2 to 3 seconds each time, until the tentacles curl up. Submerge entire octopus in the boiling water. Bring water back to a boil, reduce heat to low, cover, and simmer until octopus is fork-tender, 45 to 60 minutes. Remove from heat and cool for 30 minutes.
Paso 5: Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Paso 6: Grill octopus until charred on all sides, 3 to 4 minutes per side.
Paso 7: Remove from heat, slice into pieces, and place on a serving platter. Drizzle with extra virgin olive oil and squeeze lemon over the top. Sprinkle with parsley and season with salt and pepper. Serve immediately.",https://www.allrecipes.com/recipe/274231/grilled-octopus/
Mediterranean Diet,Greek Lentil Soup (Fakes),"Greek lentil soup or fakes (pronounced ""fah-kehs"") is a staple in the Greek kitchen and an incredibly filling meal. It is traditionally served with a drizzle of olive oil and lots of vinegar. Though the vinegar is, of course, optional — try it! It lifts the lentils and adds another dimension of flavor.",10 mins,1 hr,1 hr 10 mins,4,"8 ounces brown lentils
¼ cup olive oil
1 medium onion, minced
1 large carrot, chopped
1 tablespoon minced garlic
1 quart water
2  bay leaves
1 teaspoon dried oregano
1 pinch crushed dried rosemary (Optional)
1 tablespoon tomato paste
salt and ground black pepper to taste
1 teaspoon olive oil, or to taste
1 teaspoon red wine vinegar, or to taste (Optional)","Paso 1: Place lentils in a large saucepan; add enough water to cover by 1 inch. Bring water to a boil and cook for 10 minutes; drain.
Paso 2: Heat olive oil in a saucepan over medium heat. Add onion, carrot, and garlic; cook and stir until onion has softened and turned translucent, about 5 minutes. Pour in lentils, then add 1 quart water, bay leaves, oregano, and rosemary. Bring to a boil. Cover and reduce heat to medium-low; simmer for 10 minutes.
Paso 3: Stir in tomato paste; season with salt and pepper. Cover and simmer, stirring occasionally, until lentils have softened, 30 to 40 minutes. Add additional water if soup becomes too thick. Drizzle with olive oil and red wine vinegar to serve.",https://www.allrecipes.com/recipe/137650/greek-lentil-soup-fakes/
Mediterranean Diet,Greek-Style Potatoes,These Greek potatoes are a simple recipe and the closest I can get to the real thing. The best is that the flavorings can be adjusted to your taste as you bake it — I sometimes add a little more lemon. These delicious potatoes are moist and great with green beans and baked chicken with some salsa and feta.,20 mins,1 hr 30 mins,1 hr 50 mins,4,"6  potatoes, peeled and quartered
1 ½ cups water
⅓ cup olive oil
¼ cup fresh lemon juice
2 cloves garlic, finely chopped
2 cubes chicken bouillon
1 teaspoon dried thyme
1 teaspoon dried rosemary
ground black pepper to taste","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Arrange potatoes evenly in the bottom of a medium baking dish.
Paso 3: Mix together water, olive oil, lemon juice, garlic, bouillon cubes, thyme, rosemary, and pepper in a small bowl. Pour mixture over potatoes.
Paso 4: Cover and bake in the preheated oven, turning occasionally, until potatoes are tender yet firm, 1 1/2 to 2 hours.",https://www.allrecipes.com/recipe/31522/greek-style-potatoes/
Mediterranean Diet,Pasta e Fagioli (Pasta and Beans),Pasta e fagioli (pasta and beans) share the spotlight with aromatics and fresh tomatoes in this traditional Italian soup. Serve with a crisp salad and a hot loaf of garlic bread and you have a meal! Garnish with shredded Parmesan cheese.,15 mins,35 mins,50 mins,4,"1 tablespoon olive oil
1 medium onion, chopped
2 stalks celery, chopped
3 cloves garlic, minced
2 teaspoons dried parsley
1 teaspoon Italian seasoning
¼ teaspoon crushed red pepper flakes
salt to taste
1 (14.5 ounce) can chicken broth
2 medium tomatoes, peeled and chopped
1 (8 ounce) can tomato sauce
½ cup ditalini or other small pasta
1 (15 ounce) can cannellini beans, with liquid",,https://www.allrecipes.com/recipe/13009/pasta-fagioli/
Mediterranean Diet,Mediterranean Chicken,"This Mediterranean chicken recipe features chicken breasts simmered in a sauce of tomatoes, olives, white wine, garlic, and herbs.",20 mins,30 mins,50 mins,6,"2 tablespoons white wine
2 teaspoons olive oil
6  skinless, boneless chicken breast halves
3 cloves garlic, minced
½ cup diced onion
3 cups tomatoes, chopped
½ cup white wine
2 teaspoons chopped fresh thyme
1 tablespoon chopped fresh basil
½ cup kalamata olives
¼ cup chopped fresh parsley
salt and pepper to taste","Paso 1: Heat white wine and oil in a large skillet over medium heat. Add chicken and cook until golden, about 4 to 6 minutes on each side. Remove chicken from skillet and set aside.
Paso 2: Add garlic to pan drippings; sauté for 30 seconds. Add onion; cook and stir until onions are tender, about 3 minutes. Add tomatoes and bring to a boil. Reduce heat to low and add 1/2 cup white wine; simmer for 10 minutes. Add thyme and basil and simmer for 5 more minutes.
Paso 3: Return chicken to skillet, cover, and cook over low heat until the chicken is cooked through and no longer pink inside. Add olives and parsley; cook for 1 minute. Season with salt and pepper and serve.",https://www.allrecipes.com/recipe/15486/mediterranean-chicken/
Mediterranean Diet,Cavatelli and Broccoli,This cavatelli and broccoli dish is a quick meal to make. Serve with garlic bread.,10 mins,25 mins,35 mins,12,"3 heads fresh broccoli, cut into florets
1 ½ pounds cavatelli pasta
½ cup olive oil
3 cloves garlic, minced
1 teaspoon salt, or more to taste
1 teaspoon crushed red pepper flakes
2 tablespoons grated Parmesan cheese",,https://www.allrecipes.com/recipe/11695/cavatelli-and-broccoli/
Mediterranean Diet,Baked Spaghetti Squash,Baked spaghetti squash is easy to make — just cut the squash in half and bake until the skin is easily pierced with a fork. It's great as a low-carb pasta substitute or delicious added to salads. I often just eat it with some crumbled feta or Parmesan cheese on top.,10 mins,40 mins,50 mins,4,"1 tablespoon olive oil
1  spaghetti squash, halved and seeded","Paso 1: Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a baking sheet with olive oil. Place spaghetti squash, cut-side down, onto the baking sheet.
Paso 2: Bake in the preheated oven until tender and skin can easily be pierced with a fork, 40 to 60 minutes, depending on the size.
Paso 3: Remove from the oven and allow to rest until cool enough to handle. Scrape out the flesh with a fork and discard the skins.",https://www.allrecipes.com/recipe/276566/baked-spaghetti-squash/
Mediterranean Diet,Grilled Lamb Loin Chops,"Try this recipe for lamb loin chops packed with maximum flavor. For best results, try to use 1-inch-thick loin chops. These are best served medium to medium-rare, but add a few extra minutes per side if you prefer them a little more done.",5 mins,10 mins,1 hr 20 mins,4,"2 tablespoons herbes de Provence
1 ½ tablespoons olive oil
2 cloves garlic, minced
2 teaspoons lemon juice
8 (5 ounce) lamb loin chops
salt and ground black pepper to taste","Paso 1: Gather the ingredients.
Paso 2: Combine herbes de Provence, oil, garlic, and lemon juice in a small bowl.
Paso 3: Rub mixture over lamb chops; cover and refrigerate for at least 1 hour, or up to 4 hours for maximum flavor.
Paso 4: Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Paso 5: Season chops with salt and pepper.
Paso 6: Place chops on the preheated grill and cook until browned on the outside and an instant-read thermometer inserted into the center reads at least 125 degrees F (52 degrees C) for medium-rare, 3 to 4 minutes per side. Transfer chops to an aluminum foil-covered plate; let rest for 5 minutes before serving.",https://www.allrecipes.com/recipe/274989/grilled-lamb-loin-chops/
Mediterranean Diet,Shrimp Foil Packets,"These grilled shrimp foil packets are cooked in a tasty marinade made with olive oil, garlic, parsley, and a pinch of red pepper flakes for fabulous flavor.",10 mins,10 mins,30 mins,4,"1 cup chopped fresh parsley
½ cup olive oil
2 cloves garlic, minced
1 pinch red pepper flakes, or to taste
salt and freshly ground black pepper to taste
1 pound uncooked medium shrimp, peeled and deveined
1 sheet heavy-duty aluminum foil
1  lemon, juiced
½  lemon, sliced into wedges","Paso 1: Combine parsley, olive oil, garlic, red pepper flakes, salt, and black pepper in a large bowl. Add shrimp and mix well. Allow to marinate for 10 minutes.
Paso 2: Meanwhile, preheat an outdoor grill for high heat.
Paso 3: Lay 1 sheet heavy-duty aluminum foil on a flat surface; fold in half. Fold up edges to create a pouch in the middle. Spread marinated shrimp in the pouch and drizzle with lemon juice. Lightly close to make a packet.
Paso 4: Cook packet on the preheated grill until shrimp are bright pink on the outside and the meat is opaque, 8 to 10 minutes. Serve with lemon wedges.",https://www.allrecipes.com/recipe/265558/shrimp-in-foil/
Mediterranean Diet,Mediterranean Chicken Sheet Pan Dinner,Bold flavors and colors combine on one sheet pan for a simple yet impressive dinner. Bonus is the minimal cleanup!,15 mins,40 mins,55 mins,4,"¼ cup extra-virgin olive oil
lemon, juiced
2 tablespoons balsamic vinegar
1 teaspoon dried tarragon
1 teaspoon dried oregano
1 teaspoon paprika
1 teaspoon salt
½ teaspoon black pepper
4  chicken thighs with skin
1 small red onion, sliced into petals
8  mini bell peppers, halved lengthwise and seeded
1 pound baby potatoes, halved
1  lemon, sliced
¼ cup crumbled feta cheese
¼ cup fresh parsley, chopped
8  pitted kalamata olives","Paso 1: Preheat the oven to 425 degrees F (220 degrees C). Line a large rimmed baking sheet with aluminum foil.
Paso 2: Whisk olive oil, juice of 1 lemon, vinegar, tarragon, oregano, paprika, salt, and pepper together in a large bowl.
Paso 3: Add chicken thighs, onion, baby bell peppers, and potatoes. Stir until everything is evenly coated.
Paso 4: Transfer vegetable-chicken mixture to the prepared baking sheet and spread in an even layer. Scatter lemon slices over the vegetables, making sure to leave the chicken uncovered so that the skin will brown.
Paso 5: Bake in preheated oven for about 40 minutes. Remove from oven and top with feta, parsley, and olives.",https://www.allrecipes.com/recipe/268999/mediterranean-chicken-sheet-pan-dinner/
Mediterranean Diet,Mediterranean Orzo Salad,"This orzo salad with cherry tomatoes, cucumber, red onion, and olives is dressed with a Greek-style lemon vinaigrette for a delicious summer salad loaded with fresh flavors of the Mediterranean.",20 mins,15 mins,55 mins,6,"½ (16 ounce) package uncooked orzo pasta
½ pint cherry tomatoes, halved
½ cup diced red onion
1 cup diced cucumber
1 cup pitted Mediterranean olives, cut in half
1 cup finely diced Asiago cheese
1 ½ teaspoons minced fresh garlic
½ cup extra-virgin olive oil
½ cup red wine vinegar
½  lemon, juiced
1 teaspoon salt
½ teaspoon ground black pepper
¼ cup chopped fresh basil
2 tablespoons chopped fresh parsley",,https://www.allrecipes.com/recipe/280504/mediterranean-orzo-salad/
Mediterranean Diet,Mediterranean Baked Cod with Lemon,"This Mediterranean baked cod with lemon, deliciously seasoned with fresh Mediterranean herbs, garlic, and lemon, is ready in 25 minutes, start to finish. Serve with your favorite potato dish, and a green vegetable or salad, and your meal is done.",10 mins,15 mins,25 mins,4,"3 tablespoons unsalted butter, softened
1 tablespoon garlic
1 tablespoon fresh parsley
2 teaspoons fresh oregano
1 teaspoon rosemary
1/2 teaspoon salt, or to taste
1/4 teaspoon ground black pepper
1/2 teaspoon paprika
4 (6 ounce) cod filets
2  lemons, each cut into 8 thin slices
1 tablespoon extra virgin olive oil
4 sprigs fresh parsley for garnish (optional)","Paso 1: Preheat the oven to 400 degrees F (200 degrees C).
Paso 2: Place softened butter, minced garlic, parsley, oregano, and thyme or rosemary on a cutting board. Using a sharp knife, cut herbs and garlic into each other and the butter, cutting and mixing as you go. Add pink salt, black pepper, and paprika, and mix until well blended.
Paso 3: Pat cod filets dry. In a 12x18-inch casserole or baking pan, place each filet on top of 2 lemon slices. Evenly divide herb butter mixture among the filets; use a fork or offset spatula to spread herb butter over filets. Top each filet with 2 remaining lemon slices.
Paso 4: Bake in the preheated oven until cod flakes easily with a fork, 13 to 15 minutes. See note.
Paso 5: To serve, drizzle each filet with extra virgin olive oil, and garnish with fresh parsley, if desired.",https://www.allrecipes.com/mediterranean-baked-cod-with-lemon-recipe-8576313
Mediterranean Diet,Mediterranean Baked Cod,"This Mediterranean baked cod is a simple recipe for adding Mediterranean flavor to flaky, healthy, baked cod. Topped with a lemony mix of olives, artichokes, and sun-dried tomatoes, it’s quick and easy enough for the ultimate weeknight dinner, but impressive enough for guests.",10 mins,15 mins,25 mins,4,"cooking spray
1 1/2 pounds cod filets
1 teaspoon olive oil
1 1/2 teaspoons seasoning
1/3 cup pitted Kalamata olives
1/3 cup artichoke hearts in brine
1/4 cup sun-dried tomatoes packed in olive oil
2 teaspoons lemon juice
3 cloves garlic, minced
1 tablespoon fresh parsley, or as needed
4  lemon wedges","Paso 1: Preheat the oven to 375 degrees F (190 degrees F). Line a baking sheet with aluminum foil, and spray with cooking spray.
Paso 2: Pat fish filets dry with a paper towel. Place cod on the baking sheet, lightly coat the tops with olive oil, and sprinkle with Greek seasoning.
Paso 3: In a small bowl, combine Kalamata olives, artichoke hearts, sun-dried tomatoes, lemon juice, and garlic. Evenly spoon the mixture over the filets.
Paso 4: Bake until cod flakes easily with a fork, 14 to 16 minutes. The internal temperature, measured with an instant-read thermometer, should reach 145 degrees F (63 degrees C). Baking time may vary slightly depending on the thickness of filets.
Paso 5: Carefully remove cod and topping to a serving dish using a large spatula. Garnish with chopped parsley, and serve immediately with a wedge of lemon.",https://www.allrecipes.com/mediterranean-baked-cod-recipe-8576276
Mediterranean Diet,Briam (Greek Baked Zucchini and Potatoes),"This briam recipe makes a roasted vegetable dish with potatoes, zucchini, tomatoes, red onions, and lots of olive oil. It is a typical example of Greek cuisine where a few simple ingredients are turned into an utterly delicious dish with little effort. Briam can be served as a main course with a hearty chunk of feta on the side.",30 mins,1 hr 30 mins,2 hrs,4,"2 pounds potatoes, peeled and thinly sliced
4 medium zucchini, thinly sliced
4 small red onions, thinly sliced
6  ripe tomatoes, puréed
½ cup olive oil
2 tablespoons chopped fresh parsley (Optional)
sea salt and freshly ground black pepper to taste","Paso 1: Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C).
Paso 2: Spread potatoes, zucchini, and red onions in an extra-large baking dish (9x13-inch or larger, or 2 baking dishes).
Paso 3: Cover with puréed tomatoes, olive oil, and parsley; season liberally with sea salt and pepper. Toss until vegetables are evenly coated.
Paso 4: Bake in the preheated oven for 1 hour. Stir gently, then continue baking until vegetables are tender and moisture has evaporated, about 30 minutes more.
Paso 5: Cool briam slightly before serving or serve at room temperature.",https://www.allrecipes.com/recipe/259870/briam-greek-baked-zucchini-and-potatoes/
Mediterranean Diet,Easy Mediterranean Baked Chicken Breast,"One of our go-to recipes for chicken breast that we make often during the week because it's so easy. Chicken breast gets marinated in Mediterranean flavors like lemon juice, olive oil, and herbs and then baked in the oven.",10 mins,40 mins,1 hr,2,"2 (8 ounce) skinless, boneless chicken breasts
salt and freshly ground black pepper
¼ cup olive oil
¼ cup freshly squeezed lemon juice
1 clove garlic, minced
½ teaspoon dried oregano, or more to taste
¼ teaspoon dried thyme, or more to taste","Paso 1: Season chicken breasts with salt and pepper on all sides and place in a bowl or lidded container. Combine olive oil, lemon juice, garlic, oregano, and thyme in a small bowl and pour marinade over chicken breasts. Marinate for 10 minutes at room temperature.
Paso 2: Preheat oven to 400 degrees F (200 degrees C). Set one oven rack about 6 inches from the heat source.
Paso 3: Place chicken breasts into a baking dish and pour marinade on top.
Paso 4: Bake chicken on the middle rack of the preheated oven until no longer pink in the center and the juices run clear, 35 to 45 minutes, depending upon thickness. Move baking dish to the top rack and broil chicken until well browned, about 5 minutes.",https://www.allrecipes.com/recipe/260445/easy-mediterranean-baked-chicken-breast/
